Angle,Intensity
5.01056514,0.056342802591544346
5.023695423,0.07937906998805948
5.036825705,0.04818478428950082
5.049955988,0.06152482259800394
5.063086271,0.061639781497217425
5.076216553,0.06015829422549927
5.089346836,0.07706274783858066
5.102477119,0.03804428151986955
5.115607401,0.06209090446488132
5.128737684,0.04010528981778902
5.141867967,0.05747615300584618
5.154998249,0.05921084126087827
5.168128532,0.04581349533767584
5.181258815,0.07636250556455727
5.194389097,0.06113815402145643
5.20751938,0.0780326208843037
5.220649663,0.05810587882937637
5.233779946,0.05983458638651905
5.246910228,0.04465829953300655
5.260040511,0.04475887665353908
5.273170794,0.06649005173036175
5.286301076,0.07120473375529998
5.299431359,0.08447495199707737
5.312561642,0.08172793605192072
5.325691924,0.053926310179590306
5.338822207,0.060633471041320816
5.35195249,0.07321258113058406
5.365082772,0.04908049640391511
5.378213055,0.08222292855525727
5.391343338,0.07047269598900083
5.40447362,0.05950067478632761
5.417603903,0.05461826004277927
5.430734186,0.08261773797467556
5.443864468,0.04614625868004445
5.456994751,0.08281498359262315
5.470125034,0.06640838065092569
5.483255316,0.05844913879886183
5.496385599,0.07875789254064344
5.509515882,0.05864638037905727
5.522646164,0.04494326421854944
5.535776447,0.03952203911372041
5.54890673,0.06221275025237499
5.562037012,0.0920185547916755
5.575167295,0.04533803674200352
5.588297578,0.0490049506410905
5.60142786,0.06421881257378256
5.614558143,0.052688734221822776
5.627688426,0.057874840427814406
5.640818708,0.05288642086043539
5.653948991,0.0709087136478951
5.667079274,0.053084248540740314
5.680209557,0.06157406117845072
5.693339839,0.08459263284071009
5.706470122,0.061772145358673605
5.719600405,0.04460910020042993
5.732730687,0.06680418086117379
5.74586097,0.07767537958803104
5.758991253,0.06379584169599421
5.772121535,0.05039103551101638
5.785251818,0.05906399696204022
5.798382101,0.04520471732260962
5.811512383,0.07965884100939698
5.824642666,0.05936211507905376
5.837772949,0.052641649561764925
5.850903231,0.06927933210566896
5.864033514,0.0645918637875957
5.877163797,0.040211287207976405
5.890294079,0.06799827908566672
5.903424362,0.040411022085531566
5.916554645,0.02860282920165796
5.929684927,0.06016054513558379
5.94281521,0.06026106059944078
5.955945493,0.07927036499217321
5.969075775,0.07174567510581213
5.982206058,0.09243530283957109
5.995336341,0.06066232574087459
6.008466623,0.07204651224891757
6.021596906,0.07676242175811153
6.034727189,0.05414327700900106
6.047857471,0.054244519989984745
6.060987754,0.08156117115190832
6.074118037,0.0816626093517022
6.087248319,0.0596895662507333
6.100378602,0.08333904846581205
6.113508885,0.05989185640625423
6.126639168,0.07450736484117873
6.13976945,0.07614634975383272
6.152899733,0.053300768551428374
6.166030016,0.07169312542692274
6.179160298,0.07179537398093411
6.192290581,0.08551128264421018
6.205420864,0.07356514057278345
6.218551146,0.04091909151030545
6.231681429,0.07685929477638134
6.244811712,0.07696083551753784
6.257941994,0.0558691206970049
6.271072277,0.09044304190538661
6.28420256,0.05952122316547645
6.297332842,0.09487009390290035
6.310463125,0.07438372372835964
6.323593408,0.06320171676267622
6.33672369,0.07458942404406001
6.349853973,0.06506781070406709
6.362984256,0.08538169512360194
6.376114538,0.05679361786011345
6.389244821,0.08411396435883664
6.402375104,0.10253224253806449
6.415505386,0.05883788660608421
6.428635669,0.07056960945487029
6.441765952,0.05555915317501471
6.454896234,0.036865841445252574
6.468026517,0.08175109151472808
6.4811568,0.06610405847709139
6.494287082,0.08641914194808135
6.507417365,0.07437050843206632
6.520547648,0.07604189138246005
6.53367793,0.07140322909557972
6.546808213,0.07150872589298723
6.559938496,0.07635534863199557
6.573068779,0.07010746295745783
6.586199061,0.07182289923080287
6.599329344,0.06869081149240366
6.612459627,0.09875256524488607
6.625589909,0.08300874080127041
6.638720192,0.08007717568176406
6.651850475,0.09203268105132069
6.664980757,0.07563247153911824
6.67811104,0.08343186619222519
6.691241323,0.10076422486433513
6.704371605,0.08060780757765139
6.717501888,0.07447638073331815
6.730632171,0.07773049928759619
6.743762453,0.0746894447185438
6.756892736,0.08103394701522722
6.770023019,0.08567523600281034
6.783153301,0.07017703996631719
6.796283584,0.08737576346471598
6.809413867,0.0720183630809406
6.822544149,0.08003049409751474
6.835674432,0.1215368208659349
6.848804715,0.07869364281372858
