Angle,Intensity
5.01056514,0.040404982410667534
5.023695423,0.024153497140444832
5.036825705,0.05537941531393472
5.049955988,0.054462975266936955
5.063086271,0.04340076180199232
5.076216553,0.07118590477272706
5.089346836,0.04254997361905973
5.102477119,0.060416160219767576
5.115607401,0.0239227897574966
5.128737684,0.053251198825243144
5.141867967,0.06400116210720617
5.154998249,0.051364766645853904
5.168128532,0.042335314494760724
5.181258815,0.04367919548907963
5.194389097,0.049606747865781106
5.20751938,0.049768721296947496
5.220649663,0.03313279304324785
5.233779946,0.06410653621387852
5.246910228,0.02956171426813477
5.260040511,0.05266029788431391
5.273170794,0.04481373691463508
5.286301076,0.046148484995268885
5.299431359,0.03912299786045423
5.312561642,0.05661208885442458
5.325691924,0.040673171185733555
5.338822207,0.05474461192976753
5.35195249,0.05268174311767668
5.365082772,0.05617129894911989
5.378213055,0.04845089640242065
5.391343338,0.04390508640388816
5.40447362,0.06098402244292358
5.417603903,0.07245212385893841
5.430734186,0.061311002111069324
5.443864468,0.03461621007788052
5.456994751,0.04230598500502876
5.470125034,0.03364538191781049
5.483255316,0.054316323037331395
5.496385599,0.054480286069085164
5.509515882,0.05238394132401868
5.522646164,0.05025134759818625
5.535776447,0.06155286571298947
5.54890673,0.04222934568907063
5.562037012,0.06188137296231426
5.575167295,0.04132186214022197
5.588297578,0.033810938218920346
5.60142786,0.0404030004366774
5.614558143,0.052554967267486694
5.627688426,0.05156667889770753
5.640818708,0.04460578775325486
5.653948991,0.06726689312336648
5.667079274,0.04972651356360615
5.680209557,0.04510048809008394
5.693339839,0.04526541717541921
5.706470122,0.050221587733616437
5.719600405,0.03006679969394256
5.732730687,0.05631788334673379
5.74586097,0.05534853846442893
5.758991253,0.048508189159856836
5.772121535,0.036120741987099976
5.785251818,0.03628630446586239
5.798382101,0.04780176628881274
5.811512383,0.047967477384477424
5.824642666,0.04067840620289367
5.837772949,0.0530484657029971
5.850903231,0.044790060004262625
5.864033514,0.05338019699480885
5.877163797,0.05586132332158852
5.890294079,0.047748925819288676
5.903424362,0.07041104541135162
5.916554645,0.03794476887186556
5.929684927,0.04702229149483427
5.94281521,0.04841351461141088
5.955945493,0.06897365501558322
5.969075775,0.04874615954895999
5.982206058,0.03610960112251571
5.995336341,0.03355005709383696
6.008466623,0.055208434983443355
6.021596906,0.049412125547919884
6.034727189,0.05318733024815965
6.047857471,0.04092101430725738
6.060987754,0.05470286805978135
6.074118037,0.05835753692108304
6.087248319,0.04902069872457612
6.100378602,0.06209541153741017
6.113508885,0.045610612865971824
6.126639168,0.06793279727501883
6.13976945,0.04845243657641499
6.152899733,0.05229449223938742
6.166030016,0.043721455422544915
6.179160298,0.03588622966470266
6.192290581,0.047873277170229045
6.205420864,0.05296342293615414
6.218551146,0.05069192997421234
6.231681429,0.052084515689494154
6.244811712,0.029615489098270217
6.257941994,0.04745079274414053
6.271072277,0.045060434595657284
6.28420256,0.05636350804436881
6.297332842,0.05653068586552223
6.310463125,0.04426549195951353
6.323593408,0.0615357556605759
6.33672369,0.0458992973501732
6.349853973,0.04079009455342936
6.362984256,0.04493667442525534
6.376114538,0.062207104196032724
6.389244821,0.039938870596187975
6.402375104,0.05547813263591147
6.415505386,0.04429664932813499
6.428635669,0.03628114463542416
6.441765952,0.04061108651730422
6.454896234,0.03230082146822825
6.468026517,0.0563191798932713
6.4811568,0.05156454224473532
6.494287082,0.04397978499016286
6.507417365,0.03729046260175985
6.520547648,0.045642389880989946
6.53367793,0.04970565007966634
6.546808213,0.04987453740426766
6.559938496,0.056283561908596465
6.573068779,0.0725540940543822
6.586199061,0.05662062244007609
6.599329344,0.045327402212966515
6.612459627,0.05573308197018553
6.625589909,0.04566467766920791
6.638720192,0.047158862031932064
6.651850475,0.06914704445089072
6.664980757,0.06475830945772365
6.67811104,0.047665585957179575
6.691241323,0.0504441879039517
6.704371605,0.0617485125686677
6.717501888,0.057083328002848495
6.730632171,0.04701518008243857
6.743762453,0.02997994424636435
6.756892736,0.04049595670251614
6.770023019,0.03031797171464289
6.783153301,0.05418480407882772
6.796283584,0.05686126421698565
6.809413867,0.030825652644299362
6.822544149,0.04952411043501959
6.835674432,0.07151271003105111
6.848804715,0.04167939419111917
6.861934997,0.050032139520666236
6.87506528,0.050201017117703285
6.888195563,0.028692781951622507
6.901325845,0.049213712045265694
6.914456128,0.059620946502228475
6.927586411,0.038378665860220366
6.940716693,0.05104815561032295
6.953846976,0.0512172191219395
6.966977259,0.05528236169071243
6.980107542,0.03757994982832446
6.993237824,0.0568936816492956
7.006368107,0.06799473534375143
7.01949839,0.05206511744497265
7.032628672,0.05740200793229286
7.045758955,0.05629961975636496
7.058889238,0.041531085580773036
7.07201952,0.055353775275995415
7.085149803,0.06665815660902759
7.098280086,0.054394838470601864
7.111410368,0.051926414024508365
7.124540651,0.05473429014448396
7.137670934,0.0625034196916287
7.150801216,0.04836928292767981
7.163931499,0.0688587982255184
7.177061782,0.05277561206188727
7.190192064,0.06318266944794487
7.203322347,0.058336553196312584
7.21645263,0.05977848822237582
7.229582912,0.05994865138681892
7.242713195,0.07676966686338432
7.255843478,0.06647082215102568
7.26897376,0.08261297743835247
7.282104043,0.07501931313631516
7.295234326,0.04885090606032616
7.308364608,0.06593702974775485
7.321494891,0.07666369874120385
7.334625174,0.08018568359086455
7.347755456,0.07005579014882207
7.360885739,0.0911877262181956
7.374016022,0.08069563258789743
7.387146304,0.07408292331886171
7.400276587,0.08539014792488366
7.41340687,0.10663643360027714
7.426537153,0.11598967821279184
7.439667435,0.14518674545379917
7.452797718,0.17359874653683682
7.465928001,0.16755481858246515
7.479058283,0.161340742017022
7.492188566,0.12472748927016065
7.505318849,0.07676695357851188
7.518449131,0.07226762830171592
7.531579414,0.07124532066366941
7.544709697,0.061472998627206156
7.557839979,0.030748316485822696
7.570970262,0.06309855394608507
7.584100545,0.05259378460854981
7.597230827,0.04407089079612182
7.61036111,0.05010997489780647
7.623491393,0.05855826105035404
7.636621675,0.05603259934281767
7.649751958,0.05483201934398208
7.662882241,0.03710595427443208
7.676012523,0.032280618265801184
7.689142806,0.060735435644360125
7.702273089,0.05272264333537133
7.715403371,0.02752018375950428
7.728533654,0.054466724255648684
7.741663937,0.0413246904703841
7.754794219,0.04908712702999463
7.767924502,0.02999184287706321
7.781054785,0.05653468292163603
7.794185067,0.03717138255459594
7.80731535,0.021163574797182196
7.820445633,0.04544743586131855
7.833575915,0.050108081163581224
7.846706198,0.031012455392899426
7.859836481,0.04285560750145066
7.872966764,0.047644321765126445
7.886097046,0.04931037759406818
7.899227329,0.055272736505964704
7.912357612,0.06095851728291683
7.925487894,0.04050469704529714
7.938618177,0.04697176245098701
7.95174846,0.05308775691408401
7.964878742,0.04100916369927968
7.978009025,0.04747523300749465
7.991139308,0.03804180185105952
8.00426959,0.05375690475740152
8.017399873,0.046436046554912694
8.030530156,0.033366455045353335
8.043660438,0.057114152011752045
8.056790721,0.049989621412137024
8.069921004,0.037342645582964615
8.083051286,0.05031883416313722
8.096181569,0.053456006466475685
8.109311852,0.03952857533561192
8.122442134,0.044604968090021443
8.135572417,0.04476810827049883
8.1487027,0.03305307606262342
8.161832982,0.0418453665286571
8.174963265,0.05589137100613142
8.188093548,0.04380706307792792
8.20122383,0.043968905058559375
8.214354113,0.04888965521047286
8.227484396,0.05059016914701645
