Wavenumber,Intensity
66.4034,0.12777346323967306
67.1936,0.14678226132400993
67.9837,0.18055192114003674
68.7738,0.22185582952196334
69.5637,0.2622633557000931
70.3534,0.29435309260487824
71.1431,0.3145409441749244
71.9327,0.3246656492104038
72.7221,0.3301668897678207
73.5115,0.3361486554818381
74.3007,0.3447546162619725
75.0898,0.3551037637966564
75.8788,0.3646326617834818
76.6677,0.3710054083074587
77.4565,0.37396952202213246
78.2451,0.3756127040175437
79.0337,0.37839153948078696
79.8221,0.3827790592482436
80.6105,0.38682687391677245
81.3987,0.38827562778606417
82.1868,0.3875638670371733
82.9748,0.3884499304132579
83.7627,0.3945911290108448
84.5504,0.40486876578774955
85.3381,0.4130002091505243
86.1257,0.4130879103319896
86.9131,0.4055729612814713
87.7004,0.39698697097391517
88.4876,0.3941341957803728
89.2747,0.39901707429688044
90.0617,0.4086150507356492
90.8486,0.41832698993844497
91.6354,0.4255009120118075
92.422,0.4304772006460712
93.2086,0.43533348021831664
93.995,0.4422802160766114
94.7814,0.45261864464111196
95.5676,0.46603479068457015
96.3537,0.48056643047473074
97.1397,0.49363741620344675
97.9255,0.5037967953727458
98.7113,0.5120774525226316
99.497,0.5216572590246545
100.283,0.5353686342133577
101.068,0.5531567638816269
101.853,0.5723317751887793
102.639,0.5907444119381822
103.424,0.6093385622669644
104.209,0.6309540289313561
104.993,0.6569592224672752
105.778,0.6861203068706483
106.563,0.7163200145709043
107.347,0.7456951178485928
108.132,0.7719714882570915
108.916,0.7926756002681746
109.7,0.8069431083116471
110.485,0.8162554639284434
111.269,0.8228987711968412
112.052,0.8284119800196769
112.836,0.833494696659981
113.62,0.838261457958339
114.403,0.8412441931160933
115.187,0.837783671111457
115.97,0.820438556206053
116.753,0.7825860592490161
117.537,0.7224805999469766
118.32,0.6444791504873274
119.102,0.556999025923821
119.885,0.4689660577468394
120.668,0.38704614986899877
121.451,0.315113499472437
122.233,0.2549098833043272
123.015,0.20636881779973318
123.798,0.16822006802515566
124.58,0.1396087323505952
125.362,0.12085664327118564
126.144,0.1120280423434502
126.925,0.11118615107251684
127.707,0.11467788890917274
128.489,0.11900170654559879
129.27,0.12214362242718287
130.051,0.12346825347646445
130.833,0.12296435425821065
131.614,0.12090370292321798
132.395,0.11809253361093354
133.176,0.11611610620517715
133.957,0.11709294546730446
134.737,0.12289016855022118
135.518,0.13413223607308059
136.298,0.14958775165069932
137.079,0.1666381345944463
137.859,0.18322349875723173
138.639,0.19975711196026735
139.419,0.2183083600781935
140.199,0.23927922428101212
140.979,0.26020208488796365
141.759,0.27932429496387956
142.538,0.2992283947175713
143.318,0.32444889591027004
144.097,0.35515770249128814
144.876,0.38464648128977086
145.656,0.4034759295350974
146.435,0.40582087094344427
147.214,0.3925444138981648
147.993,0.3695526579034298
148.771,0.3437357552331534
149.55,0.3198111538362772
150.328,0.29941177665816715
151.107,0.28162397738219136
151.885,0.2643260375620465
152.663,0.2457630953613245
153.441,0.22562461044665427
154.219,0.2051165283819414
154.997,0.18583767978267693
155.775,0.1683585324208685
156.553,0.1520467407243458
157.33,0.13631935948670104
158.108,0.12179274905434885
158.885,0.11042729730395197
159.662,0.10464863260552609
160.439,0.10551019835894958
161.216,0.11087026728280476
161.993,0.11592182034512954
162.77,0.11653254827904493
163.547,0.11215401584606269
164.323,0.10555585140675348
165.1,0.10053824156289778
165.876,0.09980202289226636
166.652,0.10362448190393554
167.428,0.10974550445603788
168.204,0.1148871699217937
168.98,0.1169741105162192
169.756,0.11624869061256315
170.532,0.1143916372168212
171.307,0.11271945760124068
172.083,0.11142694906598419
172.858,0.110280026133734
173.633,0.10945552911339716
174.409,0.10973895702957248
175.184,0.1120708158649336
175.959,0.11630897790863935
176.733,0.12011012233071597
177.508,0.12006533719327775
178.283,0.11486143121557653
179.057,0.10694615422901733
179.832,0.10039765775526499
180.606,0.09745476359160393
181.38,0.09759922383683622
182.154,0.09944859921441261
182.928,0.10243193599902468
183.702,0.10643756144055587
184.476,0.11063658208823027
185.249,0.11338294699135809
186.023,0.11350312198599688
186.796,0.11155652688665707
187.57,0.10952305996089573
188.343,0.10902048331755572
189.116,0.10993385506393788
189.889,0.11072912359480636
190.662,0.1096773646329922
191.435,0.10566883634443157
192.207,0.09852269125954491
192.98,0.08921918667303204
193.753,0.07978426945454126
194.525,0.07252562288854542
195.297,0.06891715498433605
196.069,0.0686193822779263
196.841,0.06959704159637213
197.613,0.06982522669352248
198.385,0.06874895366446283
199.157,0.06664424012205486
199.928,0.06338892618245343
200.7,0.05889646563854402
201.471,0.05428122343663056
202.243,0.05131961387586563
203.014,0.05053720917325869
203.785,0.05057523689624746
204.556,0.049835526681105684
205.327,0.0482446281048341
206.097,0.046922801129101036
206.868,0.04614253178128554
207.639,0.04388093675685444
208.409,0.036892989457943656
209.179,0.024211527721241778
209.95,0.009909159404090142
210.72,0.0014264066919243647
211.49,0.004039685557091471
212.26,0.016711777853316866
213.029,0.03319514164495064
213.799,0.046714659681152314
214.569,0.05337534417328528
215.338,0.052138810105038846
216.108,0.04373917485911635
216.877,0.03105894034232236
217.646,0.01953369124421532
218.415,0.014898024030640887
219.184,0.019641367999437526
219.953,0.03195040581616646
220.722,0.0479877843108289
221.49,0.06464396507647309
222.259,0.08048455982949988
223.027,0.09590264405212315
223.796,0.11361673008953758
224.564,0.13794531956473424
225.332,0.17169252973180432
226.1,0.2132786368414449
226.868,0.25719532238334375
227.636,0.2971211347180694
228.403,0.3288774210794172
229.171,0.3514781144861487
229.938,0.36603243715504086
230.706,0.3737603725020882
231.473,0.375171539103641
232.24,0.3706582194977573
233.007,0.3610712307801083
233.774,0.3474256913432982
234.541,0.33013256380203576
235.308,0.30884599266302704
236.074,0.2835428064907755
236.841,0.2556155166253547
237.607,0.22780531388372519
238.373,0.20355583538483876
239.14,0.18626253456172814
239.906,0.17776762950587327
240.672,0.1769280365128362
241.438,0.18005894638743478
242.203,0.1827731123606486
242.969,0.18145819176481465
243.735,0.17419234363031363
244.5,0.16135970534884897
245.265,0.14569789206651576
246.031,0.13179219282543775
246.796,0.1244864420906177
247.561,0.12586866613203326
248.326,0.13323084121384934
249.091,0.14121993573544958
249.855,0.14660942163391258
250.62,0.15039292659224457
251.385,0.15542104573862892
252.149,0.16298201096636902
252.913,0.17183295784517816
253.677,0.1797371269334487
254.442,0.18554997670125956
255.206,0.1902979242535178
255.969,0.19665203597009384
256.733,0.2068506854671674
257.497,0.22039501662371722
258.26,0.23360962056787454
259.024,0.2419151915361766
259.787,0.24316839459945586
260.551,0.2392304591069205
261.314,0.23431994272602044
262.077,0.23162881985183492
262.84,0.23167131190294152
263.603,0.2334574724078389
264.365,0.23578069412286476
265.128,0.23692938528632396
265.89,0.2349547503926655
266.653,0.22922491904758827
267.415,0.22090885055177117
268.177,0.21181904034882632
268.94,0.20342271906993695
269.702,0.19646591120580129
270.463,0.19093017667315884
271.225,0.1867710510987414
271.987,0.18447161796587783
272.749,0.1837067376865946
273.51,0.18187699642166674
274.271,0.17604676632415558
275.033,0.1668082745906119
275.794,0.15874611379393622
276.555,0.15647779250142602
277.316,0.16071273892602983
278.077,0.16830940168641015
278.838,0.1757561668577554
279.598,0.18224820864358235
280.359,0.18957860060974185
281.119,0.19945873195231537
281.88,0.21085953853576028
282.64,0.2200136800611501
283.4,0.2235494833283695
284.16,0.22146618879347912
284.92,0.2165561769897842
285.68,0.2118187017711247
286.44,0.2091185890801454
287.199,0.2089062772812078
287.959,0.21019606839235913
288.718,0.21172150262698483
289.477,0.21374853953995213
290.237,0.21798156316054484
290.996,0.2250351649116908
291.755,0.23254735363234252
292.514,0.2371130682051726
293.272,0.23817339177488658
294.031,0.238556627161539
294.79,0.24074585965546796
295.548,0.24445193924048564
296.307,0.2487154913129219
297.065,0.25424980252663987
297.823,0.26210816893119215
298.581,0.2718225508629927
299.339,0.28249729761161485
300.097,0.29414766240476153
300.855,0.30627852470313227
301.612,0.3166823421723932
302.37,0.3236732975176812
303.127,0.3284894538310931
303.885,0.3336964863343332
304.642,0.33966829196275
305.399,0.34400770992468976
306.156,0.34465896832625714
306.913,0.3427477944063304
307.67,0.34166334823577105
308.427,0.34370398666132596
309.183,0.34836622539970447
309.94,0.3537657433354939
310.696,0.3591415401243991
311.453,0.36610232940159526
312.209,0.3775575684667894
312.965,0.3949166900030712
313.721,0.4161348374521096
314.477,0.43682954316308836
315.233,0.45367975542037386
315.988,0.4674585830251989
316.744,0.4832533176733365
317.5,0.5068563427630226
318.255,0.5398794275615624
319.01,0.5786700037762281
319.765,0.6183154106043713
320.521,0.656705413048347
321.276,0.694687631816171
322.03,0.7342557372881403
322.785,0.7771377209362695
323.54,0.8231330601972492
324.294,0.8689488646096019
325.049,0.9098619842016931
325.803,0.9428130943685176
326.558,0.9674614461544945
327.312,0.9849196891062024
328.066,0.9959597916998703
328.82,1.0
329.574,0.9956236660977531
330.328,0.9824091389023734
331.081,0.9618259961391757
331.835,0.9359147162510061
332.588,0.9058445766607187
333.342,0.8724859213788317
334.095,0.8376173204963379
334.848,0.8032752824095937
335.601,0.7696329602616938
336.354,0.7343798523385535
337.107,0.6947128908027367
337.86,0.6495463909176111
338.612,0.6000121259787534
339.365,0.5488745181703419
340.117,0.49960200870066773
340.87,0.4549650943003855
341.622,0.41594480838083797
342.374,0.3822607151492265
343.126,0.3535888094119694
343.878,0.32954298871356685
344.63,0.30891678535335126
345.382,0.289975970629238
346.133,0.27155164840022417
346.885,0.2533109363388989
347.636,0.235034870073431
348.388,0.21611419352856986
349.139,0.19607846052843622
349.89,0.17591370117005553
350.641,0.15865925409417048
351.392,0.14756229369149226
352.143,0.1429093658864691
352.893,0.14132124103136623
353.644,0.13867018714089208
354.395,0.13316375878683034
355.145,0.12562124686336465
355.895,0.11785997610038698
356.646,0.11134951260960851
357.396,0.10667396439543939
358.146,0.10345117621709932
358.896,0.10080979406600794
359.645,0.09829372348436657
360.395,0.09646841711946987
361.145,0.09639661918982197
361.894,0.09814308041977479
362.644,0.09993626841116532
363.393,0.09953426011376978
364.142,0.09653215163476496
364.891,0.09273885703629214
365.64,0.09013726881241621
366.389,0.0890553466136117
367.138,0.08858716232466969
367.887,0.08799947566657006
368.635,0.08692039523523788
369.384,0.08496833438730304
370.132,0.08259586833112431
370.881,0.08189607204269798
371.629,0.08488901509206506
372.377,0.0908266921955587
373.125,0.09631162933630312
373.873,0.09822280031505502
374.621,0.09573231392340358
375.368,0.089787714157873
376.116,0.08190016036863497
376.864,0.07377979901312619
377.611,0.06694542464812082
378.358,0.06151913778816898
379.105,0.05567641269887701
379.853,0.04729727031536514
380.6,0.0363227592652932
381.347,0.02533433221354619
382.093,0.018374877995486413
382.84,0.019223103060655493
383.587,0.029971262241803805
384.333,0.05041731454578039
385.08,0.0775564356692156
385.826,0.1045738450373541
386.572,0.12215121264781276
387.318,0.12446493538458359
388.064,0.11424607937005606
388.81,0.09953487520423229
389.556,0.08570095925818948
390.302,0.07254705712271743
391.047,0.05832731830506317
391.793,0.04408907148948403
392.538,0.03345744594255431
393.284,0.029177642057532656
394.029,0.030521652394804918
394.774,0.033872260200592134
395.519,0.035654984650165214
396.264,0.03481904175241874
397.009,0.03294357025142369
397.753,0.03225999786638706
398.498,0.033451910936723464
399.242,0.03528970517450748
399.987,0.03633437719118977
400.731,0.03663569366002924
401.475,0.03748426173840156
402.22,0.03981310755342429
402.964,0.043057242089555
403.707,0.045251581790646186
404.451,0.04435949808107359
405.195,0.04018968242035884
405.939,0.035231173917798876
406.682,0.03289853727233968
407.426,0.034288379313693995
408.169,0.03686949837386189
